msno,city,registered_via,registration_init_time,expiration_date,genre_1,genre_2,genre_repeat_top1,genre_repeat_top2,lang1,lang2,lang_repeat_top1,lang_repeat_top2,artist_name1,artist_name2
ynURwumymcVs19Xa7fNNN6djjRt++wumJc1VmZqgPKg=,1,7,20160305,20170317,465,1609,4,1609,52,31,31,52,BIGBANG,Rhye
ooxGqJrB4WqVVl09agmuBBaNVXz0uysN6fiIJk+AOxs=,1,4,20160316,20170930,465,458,16,921,52,3,3,52,CHARLIE PUTH,SpeXial
yYk28/CDHcJkUTAGlYZiZ7/AhFgVSuEn4z1tjjqmajo=,1,4,20160919,20161202,465,458,458,465,3,NA,3,NA,SpeXial,Various Artists
6NXmfsWBB5/dladgbUIzmeP1MK95u0QjY+2OcyuFimw=,5,3,20111217,20170930,465,444,947,958,31,52,31,52,BIGBANG,BANGTAN BOYS
6HzhJ/tZOTSmipsNBHpyoe1MzJgz9GiDuQEczGg8B8w=,14,7,20160302,20171001,465,458,430,921,3,52,3,52,那英,Avril Lavigne
PMgQSy9Labd8Xko5zApsnFAEZj1t/ew1VpwT67IKriY=,1,4,20161008,20161011,458,451,451,1,3,52,3,NA,周湯豪 (NICKTHEREAL),陳奕迅 (Eason Chan)
IwvHQ5BvKaDUX6V2year6KMu0d6FrL7n5gGPylSPkOk=,5,3,20170123,20170126,437,2032,2032,4,17,3,17,NA,HAND SIGN (HAND SIGN),Hoshino Gen (星野源)
o6Rq1mwaA0xTC3h+cKfiPpBPnEu6aoGlAtI7kAM/Ugc=,1,4,20161209,20161212,465,458,1,465,3,31,3,31,BoA,華晨宇
W5H8Z+Jw0pdupmaRY360AldU5YTUcBbMzgnDGA+QjOk=,4,4,20160826,20171002,465,458,359,4,3,52,52,3,周杰倫 (Jay Chou),林俊傑 (JJ Lin)
np4ckYbM3fT4notYIPbbIlWB2EHl193keq8uUuNVA9M=,1,4,20161110,20161117,458,465,5,458,3,52,3,NA,CHARLIE PUTH,Eric 周興哲
yYsE6dsr8xG9n5NjyJUCmpV5V+/AC51kw81yQsAVsrs=,1,4,20161114,20170807,465,458,7,1609,52,-1,-1,52,Various Artists,寶寶睡眠音樂
Wp9gxekPJRaZ33IDuhHdZGOKh3XYoYfCoR5bU4EqNis=,1,7,20160331,20170930,465,458,921,1011,3,52,3,52,周杰倫 (Jay Chou),陳小春 (Jordan Chan)
hgJzPth4wamE/aC7ukl8Qq5sgxR9pqOLIrFw8HkFlF4=,15,4,20160331,20170609,465,458,2,1,3,52,3,NA,孫子涵 (Niko Sun),吳汶芳 (Fang Wu)
rUdd4TeQLLUgJxYhtR3fhT8TjkT6OPmbEhW+fxZGo1E=,5,9,20101118,20171104,458,465,458,23,3,52,3,52,周湯豪 (NICKTHEREAL),The Chainsmokers
Nq1fl+yVv6BeVEArono8GzDRSz6ewZEDuBPkqZ7RwT8=,1,3,20150119,20170903,458,465,451,458,3,52,3,52,Various Artists,方炯鑌（阿鑌） (Abin Fang)
qPNDupMXB8XqnRlVKTPqRm5GFTdXnzEW8DAm1omAQI4=,1,9,20160415,20170705,465,451,458,3,3,NA,3,NA,陶喆 (David Tao),周華健 (Emil Chau)
S3DSits86axBFmp27iraazoEAkiU3fHsgA6vKLqjBlg=,1,4,20160119,20180407,465,458,465,921,3,52,3,52,周杰倫 (Jay Chou),羅志祥 (Show Lo)
DSjlfyf5T3H+KaQlnDoleFah+uFUFqGM098fnPh9NIo=,6,3,20150316,20170908,458,465,1,13,3,31,3,31,Various Artists,aMEI (張惠妹)
j9o/laYxbf57yjMMlZbfwrjD7P8A6tWT3NnYsbOccPE=,1,7,20130917,20160918,465,458,921,458,3,52,3,10,Michael Giacchino,動力火車 (Power Station)
mlY44cVFo91CY3WnGXwlHA10a+XJHIgMfxXpJtUpwvM=,1,7,20160214,20170219,465,458,829,465,3,52,3,52,Various Artists,五月天 (Mayday)
2V3AenmY4WyIgVTkgQ3cTD7XIggoNhLA06szRAapmks=,4,9,20110502,20171213,465,726,1,458,3,52,3,52,風格童星組合,貴族精選
pcQC5mMinX4Qge4iIqFtfak7VZ3/uEZkHXNs6Gs64C0=,1,7,20160121,20170921,465,458,947,465,3,10,3,-1,陳零九 (Nine Chen),田亞霍 (Elvis)
PkekE9vAt2a2bSgh/11/hUskUFeSbAU9QSBtldfP2mY=,1,4,20160403,20170916,465,458,1259,2,3,52,3,52,林俊傑 (JJ Lin),Various Artists
vGI0P03AYKZr3gq7pqKsPSza2lJMpCKeDt80F68cAhU=,12,9,20060710,20170919,465,458,444,437,3,31,3,31,戴佩妮 (Penny Tai),田馥甄 (Hebe)
7lVIw11VUiCfwKcLpYVhzAwQP8jzWh0LfgX/BA1P5eE=,1,7,20120109,20170930,465,921,921,24,3,NA,3,NA,陳昇 (Bobby Chen),Various Artists
C/A4XT0kfz6yLWl+7xQF7d0f2EFcrfdvUDPq7lMS0rk=,9,3,20150818,20171004,465,458,2,458,3,52,3,NA,林俊傑 (JJ Lin),五月天 (Mayday)
EOlbX3GsW3ObXy/9ykwK2RQqHK6vDQWmv+BtQ8efMrk=,6,9,20081129,20171001,465,458,458,1011,3,52,3,52,aMEI (張惠妹),丁噹 (Della)
u5pOOTg+anSpKobr95mzCJV24AroFIT5YdsqxDG7jCE=,5,9,20111029,20171005,921,465,921,1,52,3,52,31,Various Artists,蕭敬騰 (Jam Hsiao)
I4b8tU5lB3JKedd0/0jEUMdT4oD5MYEfl9flXXIJPeQ=,1,4,20170128,20170131,465,458,458,465,3,52,3,52,五月天 (Mayday),林俊傑 (JJ Lin)
a5ne+WbRiJMJ0GCuqOdK93OydYu4QyIuJkCZwxfxAwI=,13,9,20051217,20171020,1609,465,359,44,52,3,52,3,Zedd,Rihanna
ufmMrduP2adDB17yuJIDEYpHtLWjyhTDZOi9JaU2gQA=,9,9,20100616,20171006,465,458,2,444,3,52,3,52,田馥甄 (Hebe),Dizzy Dizzo
T71Ez3HCNB6ks6qKh9KgojoozbNJ1jZasjfdU1aqBJA=,13,9,20040710,20170924,458,726,726,32,-1,3,-1,3,ピアノ 胎教 音楽 Masters,周杰倫 (Jay Chou)
zF6zPLYxUaHMls0Oj1Ki0DL9rZJPGl+oMxYlKEdKlB8=,4,3,20130730,20171005,465,458,125,139,3,52,3,52,五月天 (Mayday),寶寶的音樂花園
OWeXFxaQ8ehZYkgMTHDsWUvaShuZuVUGDcfpqKD99XI=,1,3,20131020,20170210,465,458,451,458,3,52,3,52,Various Artists,Taeyeon
1GH1R7OI417+PPoqBtb9Jh1udsZC5XrOW2HqwjzCl2A=,13,3,20130405,20171003,465,458,35,465,3,31,3,31,五月天 (Mayday),EXO
fJ1n01eTk6igOi6QjDVi1LAbNDWpztVwzgI//061Emg=,13,9,20101113,20170926,465,1609,465,118,52,3,52,3,Various Artists,Alan Walker
uX/kKGOUL43TM0LeLTLZNBtf6xgeaPRWSGyDOQ6/P8I=,1,7,20141130,20170912,465,458,451,465,3,52,3,52,林俊傑 (JJ Lin),丁噹 (Della)
/IZmEN09yKTqzx4t42AxcUUFwkkhHSpkMwOXXkBXvBg=,1,7,20150902,20171001,465,458,2,146,3,31,3,31,張震嶽,許景淳 (Christine Hsu)
mCR5DwoZ9CYxqn5rnVuLsWyKDszceiNp5yXQtqGsGyU=,22,3,20111225,20170313,465,921,900,21,3,-1,3,10,Various Artists,霹靂布袋戲劇集原聲帶
eq9ePh64KQJ+rUdNh8exAjXI8RkNEDniqVeU5+Vcfic=,15,3,20150213,20170911,465,458,465,1609,3,52,3,31,Taylor Swift,Various Artists
fotJzaib5BpCffHXAkMJJYsR9jROAhN406U89bwHHw0=,1,4,20161122,20161129,458,,6,458,3,NA,3,NA,周湯豪 (NICKTHEREAL),李玉璽 (Dino Lee)
m0XEP6q2dM9sp21982g7PHJB9DBobUfI97mOqjJqu9I=,5,4,20161106,20161126,465,458,458,1,3,52,3,31,TFBOYS,SpeXial
aNUTjyCvb6lAwjKRVBbtwOoifJAwJfSkdpDIx44TRoU=,4,4,20161126,20170812,444,921,21,921,31,3,31,3,MONSTA X,Various Artists
g/tCVUiSR+IGEvDi2FWNx7xp6yLCWdziOrPrcsOrfmw=,1,4,20160206,20160209,465,458,7,458,3,NA,3,NA,FS (Fuying & Sam),彭佳慧 (Julia Peng)
RETyfvaXF2+4s6qphFVABs3NVf6fxOp2kdM/Xt/vlvc=,4,7,20160123,20170923,465,2157,458,465,10,3,10,3,蔡小虎,喬幼
dMxN6AVmCQTxz5WPQOSwAxS6tYbKoMjXhDlUGKoC5sY=,21,3,20150516,20171207,458,465,465,458,3,52,3,NA,Various Artists,孫盛希 (Shi Shi)
G3yCGmCJFR33+HdY5pDyuIhcf+gZBiF/GTHlV+ZG55g=,5,9,20120514,20171014,458,465,465,118,52,3,52,3,Various Artists,The Weeknd
KQlJovfm6JweDbIa3cyQ2U4fasQg5kQaOvDT8Y0ZY00=,1,7,20160124,20170924,465,458,1,5,52,3,52,3,五月天 (Mayday),田亞霍 (Elvis)
gTs0DOa9CZA1Mmx1LBF1Z98NrXDciSYaK1BA9xlp0qo=,1,7,20160615,20170914,465,458,15,139,3,31,3,31,Various Artists,梁靜茹 (Fish Leong)
gT9CyOCJJxd2W77RNzdYLWgVQ6515lbbGqwf2rDfyZc=,5,9,20110623,20181015,465,458,12,921,3,52,3,52,李宗盛 (Jonathan Lee),Justin Hurwitz
zXvFDZpY3mjEdoPfkOAlHSKozJ313fq77ySaXZZJ46c=,9,4,20160604,20171003,465,458,921,465,3,17,3,52,五月天 (Mayday),SpeXial
4xQtxBStdZUSHwpKqldGXbjzyWSo01bmC8Q2WMhrjBc=,15,3,20120823,20170527,465,458,2,1287,3,52,3,10,Various Artists,阿杜 (A-do)
9vrEnUlWYpXc7MJ11OvYPGJXMIwHw93F1ver54bpAeA=,9,9,20130315,20170712,465,458,1,2,3,52,3,52,周杰倫 (Jay Chou),Various Artists
KOBmomUUP0zJ7iWGBYSmMGwuZCd4yaFaUwRKwR/3oBg=,13,3,20130915,20170208,465,458,1152,829,3,52,3,52,王菲 (Faye Wong),The Cranberries
noV1BrfKSkTpxUQzJqHPUsltD6TyhghOUh1B6AAcUqk=,1,7,20130317,20170930,1609,458,1609,451,3,52,3,NA,Alan Walker,The Chainsmokers
bFbcmo4sSznnncvV6EJxRc+CbGesqeaWQEaMEkLJw7M=,1,7,20131209,20170913,465,458,6,1609,3,52,31,10,陳奕迅 (Eason Chan),Apink
qELKSrA17AUCGfF2d7l3LQvFLrtzRPjHV0EdXh/YnEo=,8,9,20140111,20171030,465,458,4,921,3,52,3,31,丁噹 (Della),陳奕迅 (Eason Chan)
TOOdu+cNaCfVvdw8ClVB94j+wql0Z+HqYOh7R4dSQJU=,1,7,20110816,20171002,465,458,451,2,52,3,52,3,江蕙 (Jody Jiang),The Weeknd
RdINwi/2oZyfF8FR5XiSONsD3acLPF31HJ67ZMd1Gt0=,12,9,20140209,20170910,465,458,2022,2157,3,52,3,52,謝和弦 (R-chord),莊心妍
p8H2K/u8jaHP5SPca7qf6b6K5wJ1oFA6JmHJqN1XksY=,1,7,20130328,20171003,465,451,1,4,3,24,3,24,林憶蓮 (Sandy Lam),許茹芸 (Valen Hsu)
huHcGFws699R+dFTq2Y4JhElBD35bdImw/qxqEMYV1Q=,13,9,20080316,20170930,458,465,921,2,3,31,3,31,陳奕迅 (Eason Chan),Various Artists
1+wZ3VVMe/wIBBj7iGPnWvmUqDSv0ezPrcuFt7bWuGM=,1,9,20150825,20170709,1609,465,1616,786,52,3,52,-1,Various Artists,The Chainsmokers
m6UPOWuFzI18a4tCGkf12W/BZynsb0dg9noXbRDIYCc=,5,9,20140111,20180711,465,921,5,958,52,3,52,3,Various Artists,Adele
1khwLZbdnnTWFcDdKQavymGmuSoyPZQ0OJUPO6K29ww=,4,3,20141003,20170928,465,458,458,465,3,31,3,31,周杰倫 (Jay Chou),林俊傑 (JJ Lin)
0qpK/DgAqntRAxjaPgXoXYgxc2L8L58dULvSm0a8OtI=,13,3,20130413,20170925,465,458,921,1,3,10,3,10,張宇 (Phil Chang),王菲 (Faye Wong)
jngE9C59J4eDq9zTJA/xjsXZceghW7Mb2g1RHFHtNFY=,13,9,20140911,20171001,465,1259,1,359,52,17,52,17,All That Jazz,Russ
gRwPj+Xy3IWRThYwP8CKV33vgiEqumMIrlGhlYH1h9I=,13,3,20130926,20170914,465,458,37,2,3,52,3,52,林宥嘉 (Yoga Lin),周杰倫 (Jay Chou)
Yq6oPlvENQ1geJ2yH13nHKBKwGegL2NVynW2l/Yznnc=,1,9,20140927,20170107,458,465,7,11,3,31,3,NA,五月天 (Mayday),BIGBANG
neB9cKcoK1hvm0c5KavUW5gBUAX9RxYO4bnHFjDLbv0=,13,9,20130319,20170809,465,2022,1616,726,3,52,3,52,BIGBANG,蔡健雅 (Tanya Chua)
V9eDHTxd0p5O+Em26uoLe3G9nfIPo39VbXaHzolRBhw=,13,7,20100615,20170916,465,921,458,25,3,52,3,52,五月天 (Mayday),Various Artists
DT07uXkPnlfpORcc8eajARSVbOr8X97qowgzDbffH08=,1,7,20120911,20171005,465,458,1,22,52,3,52,3,Taylor Swift,Various Artists
YPAt6aA4q+A3U3fzZBVbyVsBkG5/lE+N7aQMT4inNsY=,1,4,20161010,20161013,458,465,2,458,3,31,3,NA,五月天 (Mayday),EXO
O7QZ1n5rSWtROUf3hY8PueWARcaJbvz6Jxbvzwl9M3I=,1,4,20161203,20161206,458,465,3,458,3,52,3,-1,aMEI (張惠妹),Justin Bieber
dpsTVTzFsxJe2cs95uLFJ1ldUNUdP80HA1mLfxLrBlI=,1,7,20160112,20170912,465,921,940,850,3,52,3,52,Various Artists,ジブリサウンドトラック
i8dHguhKPj7Bj2Pb83lQqqWu3APpQMaBaESKNqmZcVM=,1,7,20150409,20170908,465,458,1,1259,3,52,3,NA,吳建豪 (Vanness Wu),Various Artists
zLSsLMpvUif2e/TVvKGBwJVBciqx/BLgU8p4UUJMEAs=,1,7,20160131,20170131,921,465,3,465,52,NA,52,NA,Justin Hurwitz,Lydia Cole
ofkwnpP4ttrdnz2NSGnNQlBiINiFnXGHZRJ9pe2OFQE=,8,9,20160105,20161230,465,458,1,2022,3,52,3,52,五月天 (Mayday),aMEI (張惠妹)
WEJ6deLqStaQW7G9PM7yTECfwvYi1ZCemPXuHQ9TfxY=,1,7,20111228,20170930,465,458,465,465,3,52,3,52,Various Artists,田馥甄 (Hebe)
Tah1J6hDoVn3b6E2awlcwMUPk8mEG0G0oL3sPSbHORw=,1,7,20150720,20170720,786,726,9,947,-1,3,-1,NA,寶寶水晶音樂,台灣兒歌與民謠之旅
1rc3D20MbmoxAOC1ngWqIVb7JtowFfhYzh2xyxr3t7I=,1,7,20150706,20170709,921,465,786,4,3,17,3,-1,Various Artists,郭靜 (Claire Kuo)
n2oqiovsUtVrkNaefQXZ5T1J64V4QU2IqM9BOigUStw=,9,9,20110209,20171021,465,458,465,921,3,52,3,52,謝和弦 (R-chord),莊心妍
DEAPv63/FKTF8Tm5hUqhkKpibv1UelE5gp1XzSwhCkw=,1,7,20140127,20170930,465,458,2,3,3,52,3,52,S.H.E,Yoga Music
l6zzfGySBoSToOdvSlccMMb5ZNE5AzSBbyV5M9z+kM0=,1,9,20150725,20170929,465,1259,1,3,52,3,52,3,Various Artists,玖壹壹
qdRj9JCdeuTA3N9U0ZeVL8zUP6/ekePOlTI/uMjqYpI=,1,7,20110210,20170916,465,458,921,26,3,52,3,52,Justin Hurwitz,張學友 (Jacky Cheung)
zSGJfMwFrg5+jpCSghM2c7GyiHbN6JySD6ZE1kJcdNk=,12,9,20151015,20170914,465,458,19,465,3,52,3,52,華晨宇,薛之謙
VVhc4pdVs8wrqmVmN6R4OI9igjCT+BorVWmvnNHdAjY=,1,7,20131014,20171012,1259,1609,1609,465,52,-1,52,-1,MC Lyte,Various Artists
c1mUGvSkYRFXpxbQNHqW9aHvXJhFboAzOYRV11R9Rv0=,1,7,20150912,20170912,465,458,437,921,3,17,3,17,動力火車 (Power Station),張信哲 (Jeff Chang)
VkzJ4rPKl/P93RyXOM5XhkLyl9E0P8RQUFZPCX9m41w=,1,7,20141123,20170922,465,458,7,1259,31,3,31,3,GARY,G.E.M.鄧紫棋
9bWFbsGXeJ2hKAveqR3F8OdJQJZ3do9Y9bGzmAYy8kI=,1,4,20170108,20170111,465,458,1609,921,3,NA,3,NA,吳克群 (Kenji Wu),楊培安 (Roger Yang)
U6UnE58uAC0jB5RalarFSoXRpEMQq5gc520pICK2KvA=,1,7,20140627,20170924,465,458,1180,2022,3,52,3,52,John Mayer,滅火器 (Fire EX.)
n5PNHncuW+srTAfAWyhAAMvjKsp5VjmWOsT71V5MeLI=,1,7,20160914,20170914,465,458,3,1609,3,52,3,52,Various Artists,范瑋琪 (Christine Fan)
yzWPesJNsJ2N4COOnWc7Li4+77jXxVNsk13xJ3FmM04=,1,7,20160823,20170923,465,458,1011,437,52,3,52,3,Meghan Trainor,Justin Bieber
hWVuNSZ/hpA9CS/gasvepWisbT3Ky7GEuzdpzhJUgDY=,1,7,20110428,20170628,465,458,8,465,3,52,3,52,Avril Lavigne,田馥甄 (Hebe)
mzze4TSPR02fToJv9REej8zkB0kQqPDa9fHOL9Ksuu4=,5,3,20150925,20171030,465,458,921,2022,3,52,3,52,五月天 (Mayday),Various Artists
CTJPPLx/ap95hu+jndzt177fwlYY/RKGf1sc0Y6fBnk=,15,3,20130803,20170916,465,458,1259,857,3,17,3,17,五月天 (Mayday),蕭敬騰 (Jam Hsiao)
+Pwt2FbNFdaV6LcXiaMK9p4vCg3zwDy+rt41dzDOVv4=,11,9,20070615,20170930,921,465,2,1572,52,3,52,3,Various Artists,Justin Hurwitz
lSlfqM9nlgdnJswIjr2n6IWPpL5jvCdEqgNhiUTIYOU=,1,7,20140106,20171003,465,2157,458,143,10,52,10,3,江蕙 (Jody Jiang),Celine Dion
WJu31aSs/x3MLxiSeQsdlD3ZIMIZ4UeEZprfcEfjQQk=,13,9,20090416,20180308,465,458,458,4,3,24,3,NA,周杰倫 (Jay Chou),田馥甄 (Hebe)
XIpjLNs4f/OHphnrSPoNmsrd45Al8pL0v74FgzDZHnQ=,4,9,20111029,20171002,465,458,1616,1259,3,52,3,52,周杰倫 (Jay Chou),Various Artists
esdA3M3UMYOzxChEKcei4VT0+ugDRKGCXUMQjGir250=,15,3,20130201,20170814,465,1609,1609,1609,52,3,52,3,The Chainsmokers,Alan Walker
0NIpEXK4Sc0fZpWlUiNbLrJqrOEyiEG3KnQzC41WoJQ=,9,7,20161025,20170924,465,1259,921,1609,52,3,52,3,ONE OK ROCK,Wiz Khalifa
6//LiVHdmm9591Hb7daUcDCsg1b7EB8u132U8HfBsQM=,13,7,20160624,20170930,465,458,1,2022,3,52,3,52,Various Artists,RADWIMPS
g2vU+ZyJsBkCWEaCCgiFdLWoyvKDXgXO9T2omrWdVqQ=,15,7,20120112,20171005,465,458,275,359,52,3,52,3,五月天 (Mayday),周杰倫 (Jay Chou)
H0O3HbN92U6HWzJvNH3PBz6CbLfbhvS9vVa/Vhl3R2M=,1,4,20170115,20170118,465,1259,465,1,3,10,3,10,五月天 (Mayday),黃品源
13qLbA3zKmYmaSe8QAMizIsI61yJRzeh17nt0lBoCs0=,1,4,20170131,20170203,465,458,1,921,3,NA,3,NA,五月天 (Mayday),八三夭 (The Last Day of Summer 831)
U4jvu54cHK8+uM02vrw/aQNU9/bK5oZv72msq2cUYws=,1,4,20170125,20170128,465,2022,921,458,3,52,52,3,back number,BIRDY
HABaSSRpI+Lw47Q8n5U9bZfQr1fM9Je3CXfUsDtAv9A=,5,4,20161017,20161223,458,465,2022,451,3,52,3,52,五月天 (Mayday),BIGBANG
hLzArvLuCOYCqPOfOAUsl4YIDW0aC4yAH8frs2gsuXg=,1,4,20161106,20161113,921,465,1,921,10,52,52,NA,D.L 羅時豐 (Daniel Lo),Various Artists
BaIl7Nz/FGoVNWKkXX8pezq+N4rAxx3Nt6Lle/om0qQ=,14,9,20050916,20171004,465,1609,1616,26,52,3,52,3,Ed Sheeran,The Chainsmokers
lA6b42F8ZPq9X1nAOSB7SqoSyzDUFfqqo7643PQ+pbc=,4,3,20121024,20180914,465,458,1,465,3,52,3,52,周杰倫 (Jay Chou),梁靜茹 (Fish Leong)
ARVxbKr6NHDSK1zYOVzwzCj4TbOxhQQqqpKK/e9DYbQ=,11,7,20141224,20170923,465,1259,359,3,3,52,3,52,周杰倫 (Jay Chou),頑童MJ116
ugG7qFIkygEb7abXEAaS6P6x2Jjie3R0zPC3g9GtovA=,1,7,20110420,20170920,465,458,1259,947,3,-1,3,-1,林宥嘉 (Yoga Lin),周杰倫 (Jay Chou)
2LVi9yzrJuaKfMBPkrbN4RwaEWrx20C9GmU/FeYs1UM=,15,9,20111009,20171009,465,458,3,465,3,52,3,52,五月天 (Mayday),Various Artists
gLAhhDS/MRQuDQsLja/IzZEJiSP9OjeL1t4t0QTPF7A=,5,7,20110107,20170930,465,458,1011,444,3,31,3,31,蔡依林 (Jolin Tsai),周杰倫 (Jay Chou)
91kGvLvHvyIG9Upb5EA+9fnmz5QLD+4YQfSRVqfLbq8=,5,3,20130104,20171018,465,458,458,465,3,31,3,31,孫燕姿 (Yanzi Sun),王菲 (Faye Wong)
PZ3Xj1zwqysYAKFqYNU+cP0rs4j5S6MBIrzmCErcwqs=,9,9,20040925,20171109,465,458,458,1,3,-1,3,-1,田馥甄 (Hebe),爵士演奏輯
0A5zSjxCSoVMNQD+7M3zmrVbgJ3kG6YIwyC+Ecqgkpw=,13,9,20061018,20170930,465,458,451,1609,52,3,52,3,周杰倫 (Jay Chou),玖壹壹
BC477AYBnV/tGJ/zKXebO3hfJWZL/Dk1Mckg6FQXDoc=,1,7,20141007,20171006,458,1605,458,1605,3,NA,3,NA,周杰倫 (Jay Chou),
nFGGkZiRy4DOn7mnFmVJEc5U+Rd4imTDfrj78tva9S8=,6,3,20120905,20170630,465,458,458,31,3,52,3,10,五月天 (Mayday),Various Artists
izji0hoMZ0ehWAUg0GLIqNCaXgedq+oyMNAfUutMUpA=,1,7,20131224,20170916,458,465,465,1,3,NA,3,NA,周杰倫 (Jay Chou),
tPh9M+cJ043gZJPBdNwwEXJgN/us45m3/hOv6brIuWU=,4,9,20110711,20180507,465,2122,444,139,52,-1,52,3,Various Artists,Taylor Swift
V0KONYXesmcTpys/TI/YdsgkcADTyNG/+6ilEE3+2II=,1,3,20161215,20161218,465,451,2,451,3,-1,3,NA,王菲 (Faye Wong),藍心湄 (Pauline Lan)
o4g32YnfuD7gpEkGjlBrqN2rP61NcuNRz1Sq1jIczvI=,5,7,20130413,20170113,465,958,1,19,52,3,-1,52,田馥甄 (Hebe),Lisa Ono (小野リサ)
tWB12KJdAHDPYW2uxVWsQ5v/7YYbzfsjiyqPzsBGUBM=,15,3,20141202,20170919,465,1609,451,465,52,3,52,3,Justin Bieber,Various Artists
ulXledPQswZ2C+PwBceWlCGh0+K6NFK//3I3SVsY5H4=,13,3,20130714,20180125,465,458,1,465,3,52,3,52,Various Artists,梁靜茹 (Fish Leong)
yx05Q8J73CUIX8zrH54EedujaErTh1CzjScc/faTuSw=,4,9,20111206,20170330,465,444,4,1,3,31,3,31,五月天 (Mayday),TWICE
juWApsjTfGLRYUtpJp4ouqAaSrFLePLZs5fdLoqr17o=,1,4,20160813,20170611,437,1609,1287,437,17,NA,17,NA,FAKE TYPE,Hoshino Gen (星野源)
rW7Y7wXpBNxZX3yKhS5l2uN9fCjwB7z5/fBYW+zctWo=,1,7,20170122,20170921,465,458,3,921,3,52,3,31,aMEI (張惠妹),田馥甄 (Hebe)
RbqF+yo6LJLvoXroEzILTNhO67rAfjvEYQv805U55VQ=,15,9,20061108,20170918,465,921,4,940,3,17,3,NA,林憶蓮 (Sandy Lam),aMEI (張惠妹)
I2gamSOXwxWbCFter0dPQPQukGP5bGAua7UTiMlPqfY=,1,4,20161002,20161005,465,458,4,465,3,10,3,24,鼓鼓 (GBOYSWAG),五月天 (Mayday)
e7OTyc6Rl8AFVP45CCrPXXjKtlvSAOKoRq9o3Ma+G5s=,1,7,20170115,20170914,921,465,3,1609,31,52,31,52,BIGBANG,Various Artists
552UfrH/dR4DvdR5UiYrXFNH6TIrfzwVdz2bjJgyiB4=,1,4,20170129,20170613,921,465,13,465,3,52,52,NA,Various Artists,蘇打綠 (Sodagreen)
YNHLqJEZFoxvqKqDfsg+YXa6KMcrgCk+2jg5sQsjBu4=,1,4,20160902,20170617,921,786,786,921,31,NA,31,NA,Various Artists,Crush
tnua3ERL49hd6n36wcRY0TFdIYYiy03MYCeJs5t61fs=,1,7,20161018,20170918,465,921,1609,1,52,3,52,3,Various Artists,Theodore Shapiro
gJ+l87ACuH6v5wZqW/sP5KkAq6LcYOtMwUQhcwxunnI=,1,4,20160925,20170902,465,458,2,921,3,10,3,10,玖壹壹,田馥甄 (Hebe)
oA+tzbZvsyGV4UWRRoTPVHTh6grIlL2QGwJ7KNgFCBA=,1,4,20160828,20160831,359,1259,1259,2,52,NA,52,NA,Imagine Dragons,Run The Jewels
QNSvsE8OjhV9ED7llYJVkxJJ+l6rgMX+TJ/kB/Onx6w=,1,9,20160830,20160912,437,850,437,15,17,-1,17,-1,Shouta Aoi (蒼井翔太),Helene Fischer
DDqpDbEFgTHyfGkORsVd5O8VTVYF5VMbwVlJ8BvB710=,1,3,20161018,20161220,465,458,444,451,3,52,3,52,Justin Bieber,林俊傑 (JJ Lin)
i0a8m1wTZzaRuO7RZelVXZbp+orocDE9nH5p8vLTeq0=,1,4,20160818,20170609,2157,921,2157,1,10,31,10,NA,許富凱,EXO CHANYEOL & PUNCH
DUCXs/RdOawxrgmkNzEfE7KzxcDsQdwoOPTqAHhIRmg=,1,4,20170108,20170911,444,458,1,458,31,3,31,3,BANGTAN BOYS,AOA
qB7H7LNGXcuFuyAuJ0QMWXldB3TW6RYJYFCpgrWBiDw=,1,4,20161222,20161225,465,451,137,7,3,-1,3,-1,許茹芸 (Valen Hsu),Various Artists
z1CvjiIUUTCw1To6MLCfxgwxrrZ9gePPTZOiGpgEsHg=,13,9,20080919,20180125,465,458,1180,1609,3,52,3,52,2PM,五月天 (Mayday)
xi9R1RO9rdZ89uD1VidACfXRre21T0DlRgrJqPBibLg=,15,9,20051103,20171004,465,458,444,359,3,52,3,52,張韶涵 (Angela Chang),Various Artists
XDqOEkccC3WsjNJROQt4Z0LmuHkc9CJsB7BDLnp6w+s=,1,7,20141106,20170917,458,465,3,451,3,52,3,52,謝和弦 (R-chord),五月天 (Mayday)
4c9AoOKzt/kSqlL98Hdq8WqmjTe9Jpr6R0B9HDLBMNo=,5,9,20070213,20170930,465,458,430,4,3,52,3,52,Madilyn Bailey,梁靜茹 (Fish Leong)
6uZqGo5LrMTiulntN7TP2/1yXT3YpeIoLvv3/9CJoyQ=,4,9,20100118,20170611,458,465,451,8,3,52,3,52,五月天 (Mayday),周杰倫 (Jay Chou)
gHAMS03JVBE0JwBweZZpFfKPAbHidPhHf4txqQn/fk4=,13,3,20150531,20170714,1609,465,4,2176,52,3,52,3,The Best Of Kontor,Calvin Harris
NdGbY4RW1THUxOSM5fNVDBp6TqgKu7P9rXTcSD01aPA=,7,3,20130916,20170615,1259,465,1259,5,3,NA,3,NA,頑童MJ116,187 INC 謀殺有限公司
RokL4vKrqQcCX/eiNKBN9uOG0jd239nohyQPI8/74tU=,1,7,20110220,20170923,465,458,1955,1,3,17,3,52,五月天 (Mayday),玖壹壹
F+lZA0viD8laVRq8Tj9Bac9I0fN3Bnok8yy5CAB+j1M=,1,7,20160621,20170920,465,1609,458,1011,52,3,52,3,五月天 (Mayday),Various Artists
