,ID,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
23535,28397,306220,284220,251129,198182,14393,204064,17735,304068,341616,160125
23536,29529,60458,119332,89127,196672,7844,200017,193904,49821,41994,253913
23537,29686,281414,72385,133709,74531,226314,253660,121958,133638,67766,9475
23538,29883,69465,253564,148625,329699,168071,256621,56410,226314,119440,30794
23539,29951,162278,106242,284220,68578,15288,282063,247365,259179,306220,262894
23540,30277,17116,76614,126247,22510,206980,133925,228299,305515,221806,296753
23541,30347,313646,60458,292547,344325,67972,298688,340087,174161,44313,215046
23542,145,48300,48310,48340,48350,48360,48370,48390,48400,48410,48420
23543,200,52633,35059,53360,284726,8173,279825,90338,298221,61362,81783
23544,272,284220,77490,204064,322689,90662,206088,136695,68578,300982,294190
23545,376,182440,200810,120108,212417,215698,112961,180416,9968,314067,311211
23546,488,341616,159672,306220,293365,262894,244033,2800,198182,174599,305235
23547,515,340347,133638,256721,43471,326098,127790,74531,55230,116496,347453
23548,680,60458,150974,56607,92853,300643,24084,174636,106127,105650,352455
23549,735,132917,9968,279953,350010,254922,305515,120108,22510,35866,221806
23550,1383,262894,162278,141268,34786,278191,218268,32156,142402,137983,339991
23551,1511,351512,48128,306220,15288,2822,72385,284538,332686,152849,106242
23552,1622,271615,307661,203582,66325,72385,218816,198182,48128,152849,304426
23553,1707,284220,41501,302843,306220,160125,292900,126187,99756,324840,172586
23554,2043,152849,106242,351512,73335,2822,141778,48128,100775,288116,154999
23555,2372,340347,168071,302374,38043,259179,139140,142104,133638,287626,236840
23556,2503,106242,249164,263338,60458,236840,218816,81864,145534,158146,209047
23557,2550,0,10,20,30,40,50,60,70,80,90
23558,2562,198061,252949,284715,187051,247822,312187,270092,67471,200931,179341
23559,2660,105092,204064,351953,209984,171730,284220,69465,39255,39835,302874
23560,2710,350010,54309,263859,268250,74205,63302,137983,302224,273351,106390
23561,2747,1,11,31,41,51,61,71,81,91,111
23562,2978,262894,162278,39904,200810,150811,198182,306220,2344,155296,200825
23563,3041,304426,185966,66798,307044,22510,303418,33220,46878,325036,47593
23564,3487,342124,29350,10225,15130,281810,180720,141268,306371,69465,181904
23565,3594,35059,98702,120708,272557,8677,259252,155158,351008,187267,241833
23566,3614,271703,200777,290645,93555,1175,317961,31236,150549,18470,202222
23567,3722,302224,273351,282063,159454,284220,160125,194971,68416,329311,68578
23568,4287,232751,175213,52633,56430,230962,103127,323202,159454,51673,148342
23569,4309,347361,72385,35833,95963,68365,306220,125218,150811,320250,187051
23570,4358,159454,217353,153467,148145,284753,167224,164014,257933,258207,164868
23571,4458,238234,29011,72385,341669,298131,130829,214664,207788,206929,351197
23572,4963,217353,280336,108869,200810,100458,35833,282205,68365,264419,50991
23573,4975,0,10,20,30,40,50,60,70,80,90
23574,4990,25816,259296,299381,339991,348165,104125,96186,152595,65820,302070
23575,5017,72385,238234,206044,29011,16097,328979,182189,232420,35743,8677
23576,5248,306220,228122,240490,182032,327424,198182,177104,95963,236840,347361
23577,5484,67471,317651,290291,24954,3220,100561,325359,219709,194441,329290
23578,5623,273351,302224,36116,296041,91396,319241,118068,304146,112957,281810
23579,5739,299381,148173,46429,96994,54326,257338,262894,325793,2344,162278
23580,5910,302374,177843,218022,311585,109562,63247,74531,18255,116605,313578
23581,5928,267491,24508,89885,137367,155649,192470,208925,300427,56952,215599
23582,6682,287628,316877,39540,118241,288083,239632,336892,275084,257933,182339
23583,6844,281810,14934,314313,176710,119501,346490,195341,206088,66864,319669
23584,7126,104334,161683,306220,159682,259368,206376,208882,74315,21193,215159
23585,7207,159454,217353,56430,352092,52633,214664,237266,290291,100561,3220
23586,7413,284220,15130,14393,219709,306220,160125,83738,292900,341616,68578
23587,7544,217353,3220,100561,290291,24954,325359,159454,45545,109124,352092
23588,7593,257377,278191,346083,311238,351146,78265,307703,259296,350010,274562
23589,7828,278191,68578,137983,16097,5257,151792,9475,15288,252837,2092
23590,8021,92853,293915,74205,318387,151973,227368,278554,237434,177104,251428
23591,8162,0,10,20,30,40,50,60,70,80,90
23592,8215,72385,42582,162928,34036,112836,278900,303493,39715,217405,27542
23593,8305,0,10,20,30,40,50,60,70,80,90
23594,8631,153693,112836,225059,164261,48128,177843,299872,48221,80259,83306
23595,8670,218816,278586,307661,203582,271615,66325,16097,57973,302224,273351
23596,8684,101627,90477,164261,96717,278829,58146,285891,308230,85986,295304
23597,8685,15239,332816,57773,294861,324885,159682,289895,264054,192837,235088
23598,9170,218816,32156,183870,78207,36700,214352,78588,34786,277450,61889
23599,9362,35681,252837,274151,350010,137983,126247,54309,106390,242907,215780
23600,9487,4487,271615,66325,203582,307661,245875,112117,43646,252643,306388
23601,9497,324491,227145,99028,279411,291973,145100,115599,115437,97408,155385
23602,9572,307661,66325,271615,203582,218816,72385,278191,16097,232420,215476
23603,9617,262894,127891,111314,292900,350010,39904,307661,271615,203582,66325
23604,9633,130931,35059,215200,304426,176266,114001,89449,129933,240661,52617
23605,9761,48128,284538,351512,306220,278829,225059,104334,152849,259368,332686
23606,10126,155296,271615,66325,203582,307661,145826,142104,72385,162356,241443
23607,10519,16097,232420,301326,28379,122874,76012,192470,247775,137367,229924
23608,10593,266178,13448,306423,177342,20505,173577,343359,275539,107372,1960
23609,10790,325036,180388,342124,146355,206088,328423,296606,252837,10225,140124
23610,11313,324840,306220,127891,111314,211876,350010,284220,292900,75047,174450
23611,11337,281810,36116,324840,293868,317609,306423,206117,105092,81864,61212
23612,11439,251129,259179,199629,284220,340347,148625,24216,271794,259252,247365
23613,11565,306220,44440,262894,198182,278829,348165,259296,111314,127891,1934
23614,11751,259179,284220,148625,162278,46997,251129,175483,129472,87594,306220
23615,12096,350010,284220,292900,137983,159454,160125,220040,78498,228238,28008
23616,12263,35059,74078,29314,144036,67972,98702,75126,24093,20789,219426
23617,12403,107854,283243,105650,24404,122874,30665,34786,205228,39542,64728
23618,12499,220040,164014,322793,262301,292900,301890,29336,309319,338934,159454
23619,13227,238425,342124,141268,299260,208882,318328,323470,20529,266178,232751
23620,13332,162278,351512,245074,175213,15288,313646,340347,24404,187738,252837
23621,13383,127891,111314,211876,227145,350010,324491,244082,279953,155385,9968
23622,13593,262894,299381,317609,339991,200825,159672,281810,341616,142402,162278
23623,13764,348165,14393,267491,290739,122874,293688,278829,44440,83078,293365
23624,14218,0,10,20,30,40,50,60,70,80,90
23625,14309,93555,257827,137200,200777,90898,254130,224430,108759,88207,60828
23626,14358,16097,41444,54331,237266,346083,325250,310981,190836,120252,352092
23627,14710,210111,66814,137062,17735,306423,269096,110216,282344,275519,163381
23628,14849,72385,15288,162278,239363,198182,67766,121958,2822,219659,340347
23629,15016,217353,245875,352092,35627,81412,249294,63347,345894,141977,130829
23630,15211,35059,126015,127790,101308,313669,109124,348247,81783,284726,13230
23631,15687,143197,247571,99696,127891,111314,341616,155958,159672,7292,56
23632,15799,72385,247365,239363,220040,67766,8677,196546,40348,121958,307044
23633,15981,16097,278191,72385,41444,232420,76012,28379,247775,54331,296436
23634,16248,284220,306220,198182,68578,251129,204064,262894,348081,239363,292900
23635,16307,34758,299381,188827,217460,231611,7560,78265,117827,180407,207678
23636,16546,0,10,20,30,40,50,60,70,80,90
23637,16616,35059,247236,257338,254922,345690,324480,96186,34981,162278,2344
23638,16618,218816,127891,111314,262894,48128,72385,203582,307661,271615,66325
23639,16654,15130,241699,300285,20529,165179,346893,257933,227145,68578,147989
23640,16822,306220,198182,284220,14393,251129,204064,187738,24404,320808,200293
23641,16841,240490,24404,239363,340347,289109,212435,47593,162278,122874,259252
23642,16983,278829,259368,348165,351512,227368,262029,285891,132908,210794,343436
23643,17005,0,10,20,30,40,50,60,70,80,90
23644,17304,34758,87910,299381,188827,313807,116415,284753,18630,41501,148145
23645,17366,259296,25816,348165,151973,326965,63743,290739,182320,227368,278829
23646,17490,208925,302843,223405,47328,49591,95963,244419,78660,313402,55106
23647,17695,295593,133768,158961,351650,91136,296606,252837,301890,300317,311949
23648,17827,72385,280501,2822,133638,195289,155296,219659,112876,142104,202218
23649,17875,289895,178546,159682,235088,270045,260626,92580,68370,192470,5714
23650,17992,187880,322793,131240,35059,142859,91531,203582,307661,66325,271615
23651,18152,49821,135897,177104,60458,347243,300643,3621,95139,292861,292035
23652,18416,306220,198182,218268,262894,347361,162278,150811,256621,141268,152849
23653,18602,257933,200810,285750,187973,83187,209432,164014,176408,245875,217353
23654,18837,306220,351512,332686,198182,236840,17735,152849,162278,233204,89928
23655,18928,281051,120708,154157,60458,229700,341786,276244,187267,305847,351008
23656,18977,0,10,20,30,40,50,60,70,80,90
23657,19011,68578,262894,127891,111314,337635,68955,159672,62100,288634,143197
23658,19427,324840,263285,211876,350010,281810,305515,31080,125013,252837,317609
23659,19466,86655,13591,64644,311238,193259,232534,165179,243222,140530,3315
23660,19624,200825,97763,343429,181667,16283,262894,306423,1825,339991,46429
23661,20026,0,10,20,30,40,50,60,70,80,90
23662,20197,0,10,20,30,40,50,60,70,80,90
23663,20215,284220,14393,44440,160125,164014,7082,271559,306220,292900,179341
23664,20251,69465,225059,141778,283647,180720,269722,342466,226314,295979,119440
23665,20339,16097,327387,41444,29011,76012,284220,95963,310981,270045,68578
23666,20551,259368,134330,175213,146678,123102,52633,227368,262029,292547,46143
23667,21424,200810,348165,264419,216451,72385,106385,249337,108869,100458,129143
23668,21660,208925,209432,302843,263607,209150,327338,290739,308366,343269,1934
23669,21709,0,10,20,30,40,50,60,70,80,90
23670,21931,247236,122874,281414,304426,238476,112961,240661,35059,34981,305910
23671,22016,281051,69406,334306,240314,73474,151754,271715,4044,26206,179023
23672,22105,209432,204064,203582,271615,307661,66325,220040,273131,306220,293076
23673,22272,225059,320250,69465,74432,15130,347361,295979,68365,252949,337557
23674,22314,226314,256721,67766,340347,121958,72385,239363,8677,344325,74531
23675,22410,346083,278191,60458,34036,309164,43301,251234,303493,20002,259160
23676,22680,0,10,20,30,40,50,60,70,80,90
23677,22837,299381,182618,147164,263285,148173,47543,216431,41456,188827,297549
23678,23384,0,10,20,30,40,50,60,70,80,90
23679,23775,307146,350010,151754,76614,271020,137983,17116,206980,126247,100072
23680,23855,151792,5257,339991,33813,346083,313669,137983,271020,151754,92853
23681,23926,277450,170774,138176,16097,28379,95963,24084,215599,28698,229191
23682,24028,272557,24404,8677,236840,286923,66325,203582,307661,271615,139124
23683,24045,259757,44440,306220,336811,83187,326965,292900,290739,14706,203037
23684,24500,106242,218816,262894,62198,306220,352357,282063,120708,307661,271615
23685,24658,0,10,20,30,40,50,60,70,80,90
23686,24684,203582,307661,271615,66325,198182,262894,348165,306220,290214,7581
23687,24712,220040,284220,292900,350010,304068,252837,206088,54298,14393,44440
23688,25758,60868,31080,135280,313237,161916,351023,104779,2717,336389,69307
23689,25852,304426,162278,299381,17735,262894,195116,25816,41456,66814,142402
23690,26055,0,10,20,30,40,50,60,70,80,90
23691,26843,76014,18820,106242,87769,313393,277079,282063,148889,3934,218816
23692,26880,351953,302874,70837,94470,332686,343846,264691,217586,204064,148625
23693,26890,350010,278191,284220,292900,16097,137983,29011,68578,237266,311238
23694,27080,262894,317277,200810,111314,127891,104723,258616,257287,78588,276616
23695,27177,0,10,20,30,40,50,60,70,80,90
23696,27450,106242,306220,262894,219325,116883,283942,342124,15288,141268,306423
23697,27773,6167,141268,162278,17735,262894,252837,248072,137983,292900,111314
23698,27880,93335,337881,322689,136695,227589,259344,351197,95352,204064,108342
23699,27968,284220,306220,68578,29011,16097,320808,347361,270045,187051,95963
23700,28080,340347,159345,68578,176693,68416,314346,252260,293275,72385,162278
23701,28125,122874,238483,220040,18255,24404,39542,85492,304426,153517,1934
23702,28433,48128,306220,262894,61889,106242,218816,104334,111314,127891,20126
23703,28755,55848,218107,281051,181904,1803,351548,330094,182564,292628,206079
23704,28840,192944,350010,75047,257933,160125,116415,292900,165179,284220,303907
23705,29187,146355,296606,227145,78207,351650,37214,220040,301251,165587,208643
23706,29637,328423,327510,243264,59370,165587,8830,57773,219078,69308,100192
23707,29680,209432,306220,198182,66325,203582,307661,271615,262894,32434,156021
23708,29696,218816,127891,111314,262894,203582,307661,66325,271615,68578,72385
23709,29754,162278,15288,326191,342124,351512,141268,72385,142958,187738,219659
23710,29848,350010,292900,132917,279953,259296,228238,75047,93950,137983,4487
23711,30009,72385,162278,24404,278191,340347,8677,67766,15288,121958,2822
23712,30359,0,10,20,30,40,50,60,70,80,90
23713,30414,72385,278191,66325,271615,203582,307661,218816,277450,296436,306388
23714,30501,162278,351512,306220,15288,141268,262894,187738,198182,218268,106242
23715,30556,220040,284220,278191,29336,292900,350010,137983,281668,302606,85492
23716,30571,146355,115599,14706,227145,249657,200810,155006,182440,240603,109317
23717,56,15130,180388,212007,135692,15003,274928,304120,32496,257230,29650
23718,109,69465,15130,342124,175213,58743,141268,323470,193299,323202,15288
23719,254,10167,245875,212417,72385,106107,61889,27596,97408,218816,204750
23720,378,351512,306220,2822,348165,198182,137055,162278,315589,48128,219426
23721,487,238728,217460,8089,278829,200810,90477,19515,314486,173209,114361
23722,639,122874,238483,34036,161700,25688,306964,244985,118241,145710,318118
23723,940,325036,68955,307231,239363,304426,307044,285609,172150,266502,172965
23724,1040,220040,284220,182831,206088,251129,333071,55923,204064,95672,159454
23725,1726,10225,351512,202218,100775,69465,342124,17735,290645,175213,308370
23726,1883,262894,72385,198182,48128,155784,152849,66325,203582,271615,307661
23727,1980,60458,150974,105650,92853,56607,122124,303304,249164,47263,174636
23728,2093,218816,72385,207788,276263,7914,64644,266502,277079,142280,27542
23729,2283,52633,159454,237266,203846,190246,100072,352092,346083,313669,53360
23730,2510,322281,267491,138176,332775,215599,192470,229924,186648,28379,317053
23731,2604,220040,284220,247365,141018,304068,251129,204064,9475,182831,63247
23732,2795,0,10,20,30,40,50,60,70,80,90
23733,3247,162278,15288,351512,141268,106242,262894,283942,151314,218268,306220
23734,4003,236840,239363,198182,152849,24404,14645,351512,306220,332686,72385
23735,4139,0,10,20,30,40,50,60,70,80,90
23736,4411,35059,227067,76471,272557,121539,137367,268011,216776,295646,118394
23737,4527,321563,170399,202218,103480,112876,299631,139124,71389,264149,220190
23738,4540,35059,252043,29314,10299,126015,210824,282988,257756,184200,231034
23739,4584,15130,146355,91136,302890,180388,204064,60100,323470,206088,342124
23740,4750,220040,159454,29011,284220,292900,238234,206929,129263,205821,68578
23741,4922,339991,162278,299381,262894,292900,254922,39904,278191,141268,311238
23742,5051,104020,211876,243059,293365,75828,1374,2802,131540,347617,247571
23743,5406,271615,307661,203582,66325,220040,350010,137983,144071,62198,288148
23744,5550,159345,206079,1188,127990,182564,259687,15130,55848,314346,136785
23745,5889,262894,306220,111314,127891,95963,347361,293438,165989,141268,215159
23746,6228,245875,330000,238483,317436,322793,8908,145710,182440,27596,249657
23747,6253,0,10,20,30,40,50,60,70,80,90
23748,6441,209432,200810,160382,245875,32434,280501,61889,321817,112876,246075
23749,6651,0,10,20,30,40,50,60,70,80,90
23750,6684,306220,17735,68498,200810,333937,6167,262894,192028,306423,141268
23751,7663,252769,2822,202222,106242,211978,204569,334361,179601,283942,93555
23752,7702,217586,179023,281051,334306,161683,127181,94470,351953,319835,231695
23753,7717,185063,38871,278829,139796,87528,261867,305086,241680,66814,129113
23754,8630,60458,150974,148625,278043,349168,245437,254027,174636,340347,256621
23755,8929,81783,161912,281414,223948,193299,251671,58743,313646,314313,252837
23756,9260,281810,57799,116415,342725,160125,192944,194971,148145,302590,179341
23757,9672,346083,101308,60458,120252,350418,41444,61209,16097,52633,126015
23758,9905,262894,95963,306220,347361,218268,215159,293438,150811,2800,99696
23759,9918,350010,292900,20529,132917,159454,279953,75047,303907,141268,28008
23760,10055,350010,292900,137983,211825,284220,4487,279953,311238,228238,159454
23761,10226,340347,15288,162278,251129,259179,326191,72385,198182,284220,219659
23762,10971,61362,317053,54755,140935,182545,117973,254922,309907,148173,186425
23763,11009,282063,106242,217998,363,136662,179377,36116,306423,8209,96962
23764,11270,32156,183870,259296,262894,203037,279953,88602,65820,167069,127891
23765,11285,72385,198182,121339,340347,137367,271615,307661,203582,66325,228122
23766,11323,0,10,20,30,40,50,60,70,80,90
23767,11454,3845,32156,207231,73335,210440,47674,29350,145534,34786,185966
23768,11533,106242,6167,342124,162278,141268,15288,351512,17735,62198,306220
23769,12668,160501,252434,69465,821,323470,137062,16733,83411,220324,308370
23770,12794,2822,195289,226178,61889,142104,338235,282502,335291,30025,226147
23771,12939,0,10,20,30,40,50,60,70,80,90
23772,13068,75047,200810,303907,350010,279953,18298,292900,17029,301178,132917
23773,13143,14393,278829,44440,348165,83078,198182,250992,38871,321109,293688
23774,13165,128763,127304,203781,351953,179023,29314,311887,147447,193904,68616
23775,13323,60458,179023,150974,292861,281051,151754,144304,94470,334306,40218
23776,13352,152849,155784,351512,2822,315589,198182,262894,48128,73335,278829
23777,13410,306220,69465,323470,152770,238425,343867,116883,161683,266178,176350
23778,13448,16097,232420,41444,72385,247822,29011,137367,253708,96282,270045
23779,13649,106242,283942,281954,51878,332686,208726,228834,153167,188664,37723
23780,13744,40857,100775,329699,69465,340804,343735,276404,10225,179498,205356
23781,13891,306220,35833,263292,150811,19515,95963,203814,187051,238425,14759
23782,14199,0,10,20,30,40,50,60,70,80,90
23783,14781,281810,8858,200825,317609,289109,304426,262894,181825,96994,155296
23784,14910,212417,29350,258616,266502,274928,291973,39246,71314,28458,18255
23785,15217,98702,16097,76012,29011,112598,120708,348165,87594,292414,307661
23786,15507,1,11,31,41,51,61,71,81,91,111
23787,15525,16097,41444,54331,72385,278191,237266,232420,68578,29011,151754
23788,15798,151754,159682,344513,75226,127181,60815,280318,300317,230602,2092
23789,15951,220040,159454,326191,219659,29011,251129,103127,284220,24029,219426
23790,16249,183155,24998,36394,290739,68838,352117,164014,44440,311332,54298
23791,16471,97408,307179,257933,183870,227145,159260,260766,64644,223158,127891
23792,16802,284220,137983,162278,5257,313669,292900,14393,187738,190246,151792
23793,17298,306220,332686,106242,105092,104334,40857,236840,225059,204064,81864
23794,17349,0,10,20,30,40,50,60,70,80,90
23795,17387,1,11,31,41,51,61,71,81,91,111
23796,17481,347361,72385,95963,245437,57773,293438,295304,259721,327838,15651
23797,17590,218816,61889,10167,318077,227145,29350,250624,273131,212417,127891
23798,17661,0,10,20,30,40,50,60,70,80,90
23799,17776,120708,259179,87594,1825,97763,16283,158386,47205,174636,318226
23800,17942,339991,23297,281810,305515,80885,271020,175684,315466,319003,167645
23801,18090,306423,306220,46997,6167,332686,283942,134771,233204,228834,235075
23802,18142,91418,321369,58006,239285,160501,87937,821,250342,281810,323962
23803,18642,0,10,20,30,40,50,60,70,80,90
23804,18702,162471,260626,311238,147989,291778,78265,77490,150836,16097,86655
23805,18846,306220,17735,198182,351512,202218,162278,251129,137062,219659,152849
23806,18919,162278,15288,218268,47674,141268,342124,106242,6167,259179,340347
23807,19169,241680,122874,180236,330486,11856,217268,54673,309996,152849,188873
23808,19193,284220,247365,62198,137983,271794,29011,68578,352357,129263,218816
23809,19246,227145,31080,184294,29350,299444,248072,68498,24738,183960,319443
23810,19426,270092,142104,56430,69643,98702,326667,33004,328979,26142,167038
23811,19644,339991,350010,259296,299381,244419,290069,311238,41501,65820,25816
23812,19802,14393,122874,72385,24216,18255,198182,24404,240490,239363,220040
23813,19812,306220,150811,256621,6858,318226,38043,232751,217297,291604,2800
23814,20454,304426,220040,307044,72385,17735,112961,162278,34981,155296,47984
23815,20486,72385,2822,48128,218816,204146,112836,238234,61889,104406,137055
23816,20823,0,10,20,30,40,50,60,70,80,90
23817,20914,0,10,20,30,40,50,60,70,80,90
23818,21046,40857,70624,306423,133470,60458,324840,135506,317609,222029,36116
23819,21171,350010,292900,284220,44440,340265,259296,137983,14393,290069,220040
23820,21211,208925,109711,87117,165179,257933,257230,251762,219803,83187,237020
23821,21234,72385,29011,232420,16097,68578,218816,278191,259344,203582,307661
23822,21657,227145,25468,68578,257933,127891,111314,252643,245875,97408,292900
23823,21933,127891,111314,262894,137983,106242,306220,141268,218816,292900,68578
23824,22094,220040,299381,304426,102004,338934,13086,292900,301890,299399,321565
23825,22463,135897,152849,306423,80588,66814,217460,185063,292035,122213,234308
23826,22718,200810,192028,15130,333937,17735,182618,76233,318173,340279,212582
23827,23023,35059,103127,159454,155296,336913,314423,258207,326191,259252,131240
23828,23404,279631,31080,125013,183960,281810,303907,263285,182618,227145,299381
23829,23586,227145,75047,211876,279953,31080,301178,275822,104723,276616,183960
23830,23795,238483,220040,85492,271615,203582,307661,66325,218816,257196,322793
23831,23964,77167,322281,147989,260626,342712,117182,162471,287628,232540,171639
23832,23984,0,10,20,30,40,50,60,70,80,90
23833,24027,9968,350010,305515,151200,132917,54929,34758,259296,200095,299381
23834,24240,200810,292900,220040,307661,271615,203582,66325,111314,127891,262894
23835,24401,96962,282063,274367,250850,302224,273351,149635,173591,346602,247365
23836,24697,257377,155385,271020,332775,159682,5714,62734,78265,322281,346083
23837,24703,1043,307095,199629,305515,261831,291691,35066,79765,151200,345503
23838,24722,109124,322793,337881,238483,6709,24029,47848,148401,302374,29650
23839,24885,0,10,20,30,40,50,60,70,80,90
23840,25007,299260,15130,228156,323470,207444,238728,133314,192028,104274,63347
23841,25073,302374,38043,260707,24216,137367,340347,270092,130791,288888,14393
23842,25122,252837,299381,261744,281810,182618,294536,121562,297549,305515,41456
23843,25195,60458,174636,150974,2800,115149,82587,292414,252249,269281,291665
23844,25263,306220,136831,204064,44150,87117,219426,14393,53818,232751,173209
23845,25354,72385,271615,307661,203582,66325,18255,278191,103499,131307,314012
23846,25413,68578,106242,15288,284955,9475,72385,48128,342124,129263,219325
23847,25479,220040,114001,288148,238234,34036,302606,270347,317436,325926,29336
23848,25817,72385,16097,133638,41444,29283,238234,281051,54331,252769,235540
23849,25858,68578,252837,106242,72385,218816,15288,284955,9475,278191,182515
23850,25977,1,11,31,41,51,61,71,81,91,111
23851,26221,306220,284220,251129,204064,198182,160125,352357,320808,292900,262894
23852,26521,0,10,20,30,40,50,60,70,80,90
23853,26569,0,10,20,30,40,50,60,70,80,90
23854,26748,306220,324840,104334,116683,165368,306423,144006,308366,60868,80443
23855,27089,295274,179023,299049,244175,67109,130854,74247,104334,21223,148342
23856,27675,195341,68578,284220,14934,47318,148625,83738,9475,14393,239363
23857,27924,15130,162278,275655,218268,141268,340347,150811,139611,306220,198182
23858,27933,0,10,20,30,40,50,60,70,80,90
23859,27956,0,10,20,30,40,50,60,70,80,90
23860,28148,307231,325036,293868,136851,276404,232583,71418,101418,265000,276769
23861,28299,106242,250850,35681,302224,273351,149635,218816,150394,315818,76614
23862,28520,306220,284220,14393,33901,198182,293365,118937,341616,17735,7082
23863,28725,0,10,20,30,40,50,60,70,80,90
23864,29142,284220,292900,350010,220040,159454,68578,160125,137983,271794,29336
23865,29248,35059,11338,101369,348239,160400,247236,216451,34981,249337,122602
23866,29502,0,10,20,30,40,50,60,70,80,90
23867,29581,284220,292900,68578,159454,257933,160125,198182,164014,220040,262894
23868,29614,281668,20002,268011,232420,16097,258928,101308,41444,54331,266472
23869,29641,340347,239363,226314,152849,274816,225059,159721,170399,69465,236840
23870,29651,305515,350010,137983,150836,63302,74205,302668,274151,271020,106390
23871,30256,0,10,20,30,40,50,60,70,80,90
23872,30600,306220,255249,332686,104334,144071,236840,14645,307661,66325,203582
23873,30609,282063,307044,343764,273131,259179,239363,247365,183504,155296,106242
23874,30713,0,10,20,30,40,50,60,70,80,90
23875,30726,106242,21046,284220,294190,29011,62198,129263,204064,218816,127181
23876,30729,101627,348165,63743,201429,47263,86244,161921,203037,163881,87989
23877,213,256313,211771,36394,245823,54298,68838,58545,111841,255072,24998
23878,228,340347,239363,304426,34981,170399,226314,24404,256721,122874,240490
23879,478,48021,48041,48051,48071,48081,48091,48101,48121,48131,48151
23880,534,350010,284220,292900,211876,44440,137983,306220,324840,41501,174450
23881,655,284220,14393,251129,160125,292900,24216,87594,68578,219709,78498
23882,997,347361,306220,48128,245437,351512,215159,72385,2822,137055,8089
23883,1149,340347,16097,245437,270092,150811,228122,347361,87594,314012,41444
23884,1446,350010,137983,6167,245074,274151,318328,217918,148342,317236,22233
23885,1585,299381,132917,303907,252643,93950,75047,182618,257338,331671,183960
23886,1623,350010,227145,248072,78207,127891,111314,279953,252837,112961,292900
23887,1686,251129,14393,340347,284220,24216,148625,240490,55230,239363,38043
23888,1854,122874,304426,18255,238483,39542,24404,289109,137367,100860,263922
23889,2233,0,10,20,30,40,50,60,70,80,90
23890,2253,29650,220040,109124,94546,196475,15130,177110,91708,281414,206929
23891,2427,306220,262894,198182,284220,320808,150811,347361,352357,141268,62198
23892,2506,350010,132917,279953,100072,254922,228238,305515,331671,235542,292900
23893,2765,306220,111314,127891,301251,104334,20126,78207,48128,292900,350010
23894,3019,159454,352092,268979,220040,245875,238234,214664,206929,43020,217353
23895,3603,350010,292900,75047,303907,284220,18298,279953,116415,159454,257933
23896,3879,35059,34981,148552,247236,281414,215200,304426,66343,109655,8677
23897,3957,350010,292900,159454,132917,279953,137983,311238,254922,65820,228238
23898,4298,302843,311887,284220,44440,14393,306220,266395,99533,293365,41501
23899,4492,245074,162278,127987,6167,137983,235075,196855,140063,352108,73335
23900,4551,4487,305056,8677,30566,351008,177095,142730,302274,179377,120708
23901,5104,60458,281051,150974,43471,231321,112470,273438,181965,41444,174636
23902,5528,57773,128590,147989,270045,184510,95963,71674,159682,178546,164484
23903,5604,220040,122874,14393,168588,29336,112961,322793,85492,296436,101933
23904,5671,177104,306220,236840,114018,173209,292414,23916,346917,49821,1673
23905,5842,151973,293915,242255,182320,74205,90148,259296,266513,311498,251428
23906,5952,121287,281810,304426,257338,67712,285262,81783,14934,34981,130931
23907,6062,306220,266178,161683,343867,179522,329621,155158,283942,303113,62198
23908,6121,72277,218268,136099,295979,29350,329005,189095,154999,80588,136785
23909,6321,35059,4487,254922,8677,24733,155296,343534,240661,330301,258717
23910,6349,0,10,20,30,40,50,60,70,80,90
23911,6838,232583,293868,276769,285429,119772,281810,206088,307231,71418,234510
23912,7071,15130,325036,219078,327510,119467,155378,233211,147989,57773,47631
23913,7089,16097,41444,54331,346083,352092,120252,42582,85925,350418,72385
23914,7619,180388,15130,321275,327510,285891,196475,25816,207450,59370,252434
23915,7697,271364,277450,312737,206449,140150,78757,212417,202868,267525,328441
23916,8240,0,10,20,30,40,50,60,70,80,90
23917,8277,67972,35059,144036,159002,20789,74078,259252,272557,153406,321563
23918,8816,68498,17735,155296,183504,282063,319443,291533,340464,248072,100888
23919,8841,112961,220040,182515,252837,319173,25688,86244,145710,78207,9968
23920,9042,0,10,20,30,40,50,60,70,80,90
23921,9093,120108,9968,277110,182440,259296,106911,127987,112961,314067,180416
23922,9412,340809,280516,307231,308366,136851,247768,293868,3604,96828,302843
23923,9720,306220,198182,262894,162278,259179,219659,315589,155296,62198,152849
23924,9965,293365,278829,198182,24404,306220,205742,109179,217460,1934,139796
23925,10188,293365,64352,41501,198182,49591,135200,34758,100245,187880,131240
23926,10231,159454,43020,220040,337881,284220,265111,292900,206929,151016,208643
23927,10370,72385,271615,66325,307661,203582,337635,278191,306388,213725,68578
23928,10466,122874,283243,39542,24404,311860,304426,106390,79765,105650,60458
23929,10508,89277,278641,324101,74315,173875,104334,316865,35945,306220,327339
23930,10865,88602,6990,187267,307661,66325,203582,271615,351008,22199,39452
23931,11003,245437,218268,15130,201932,228122,340347,141268,292547,99696,278829
23932,11071,306423,73335,110899,47674,6167,162278,17735,118844,135897,218268
23933,11102,60458,150974,151754,281051,8288,350418,61209,3459,187639,286061
23934,11244,0,10,20,30,40,50,60,70,80,90
23935,11245,0,10,20,30,40,50,60,70,80,90
23936,11413,306423,306220,171781,168986,220324,134771,146799,176350,107372,140011
