,cluster_id,msno
16494,3,kdZ2b/7NjG7uM6TaoU2KRTuStlgWQROd1cMt/Gz7HOU=
16495,9,kdZePG0c4+3JwtcPOn7PD1yoxj87UOpMijwbSe7x/wA=
16496,5,kddem+XFzYbBsaAbmhRshwy5u4LmJhYr6wygPFrMZY0=
16497,17,kdutUTwnF2xGfXPr2nHIehY5t/aoNM/H4eG4KqAfhAI=
16498,17,ke4Vie4uqZuDNf4yT3EOhEJ1wrCg41tu4jfG7hIVPmI=
16499,2,kecMKoGaO32Pe6HOPiCKvYgwN0S4B7gAE5iMuZlrWlg=
16500,19,kemcPG7M9fcXoBA9NrSUTlgkG9RyIBeM3Uydt/K4D7g=
16501,2,ketkapKG+GNxaf6ryEarPWCJbzSqgohI2iisujR/FBc=
16502,2,kf0YcYOx8WMxKUIxSL5nC8AfZsLabYq8E4snUGAilo0=
16503,15,kf0wcy3q9plP++WPZiKyzrqxU5XbIeUMvAkaEuzBqY0=
16504,17,kf2mib8WRPukm3SYCTodvPwEmGtkbuMRLG474iTaJgA=
16505,3,kfFX/8r/C0Ol+7vmAYY3o1Pm9GHNo3J85A7T1FipnLw=
16506,4,kfQzOV0ulRKEJbavcUw8Ma4LrMI6Quv1siJ21W30+iE=
16507,5,kfVGwrZSypjmW4vBRdejcNHzc75YtxAj0Gii7Ws/k5Y=
16508,9,kfVXj0OD2K3rDqmoivXxbLPmRrJhQ9+1YpuZsripibE=
16509,7,kfYd+cbR27zyo0fscOM4RveruvYypgcmO8OxszPZKMU=
16510,5,kfcjGjc0qWGwmSrSduPnrhL7beZ4BqtGX1o71bqRBaI=
16511,10,kfjfqR/eAkis8mJPMTM0nz58m6mtPWuDujuncejyIXo=
16512,9,kfk1AdTNH2dNqF5LzIs4e0vwGPejw2jrnFjJlcYnEgk=
16513,5,kfkacNIZgsLfEBqErbBrPOVtum295diHwgn/2k5dTV4=
16514,5,kftXDyCf8qwQounK2aV9tjkNnffrfRhqNqbHyvP12e8=
16515,17,kg12GVrmOahvrYDvBzh87xVc1UVKCqKX8H5mckBb1k8=
16516,17,kgL1fwxrBA7cZPzZ0Lbi5Oi+hqK7fqCPbXsa5Fo5INQ=
16517,7,kgUPgctmB86ckIJhzfPeLeVfgjmgTlY+D8JA2sRNIOE=
16518,0,kgihiLhHJEy4F3+ja4mVW+AiY8ZfIpzG4BnMsH6vnPA=
16519,15,kgmCQGRJ7fMUB9UKd/W995LKp6vMHGyHstQQuxAKq7U=
16520,15,kh0EumQuDRPy1rNJH09jAKC/YvJB+4IjBxYKrYPxEjs=
16521,2,kh1jC94wKM2RmBDrtbRwlRNL8ZtIxy3hxNXMKcgKJLY=
16522,2,kh79ZF0a1CQSXch8gOazC5EbKxsbGg2o7wOabckp5X0=
16523,15,khROBVaZnntFpfRhAIk2L3gVJyQI97flZhy/EmdDYBM=
16524,10,khprpSMoQIzVV+Tyz3JoMJSDEJTayzQUnteLV+F2mKU=
16525,17,ki2477B+44Y5c2m5JBwkLlw6P1quZHq89Esjw5UVDN0=
16526,18,ki6KdmoQSJKljDiIVQNCVb28+0SxcrdXqkaDyRU2KCU=
16527,10,kiQPq69XycXNC4eo3oh5GbO3iF2DsBfCfdp2VisVJwo=
16528,18,kiUlIEddRcDeUAT8YllE7sFsjRBzHkIqCrHu+diGbkI=
16529,18,kjFsqCwNKkPd+DL6J4JLmEbIz259VsoU753F3fiPiM8=
16530,15,kjMUc9N1zd1/6GKO7JZlF+RQvzjkz6GXd2/yeRsw7fQ=
16531,3,kk5Ed3wsOq9Wqvcjv+HHAJzC+NykK6pdRnDoTfiMrGw=
16532,11,kkh0sPaDWGxOBwMKxXQ9rLzcAk19HwEpTbvbR8/ZYsE=
16533,7,kko+xsaVbH5Xyc3W/SMyZm4AIU+EDu8Jtlyt1xN/+Hw=
16534,5,kktfViwY41gERgWGXWDnVPl/oNF5fLNigX11zfhVOl0=
16535,6,klRNaCNGFaY0GY9wGqk0cL4CUQ5EN523GERq1Um/aX4=
16536,17,klTDYmkybHR98DD7YCauzPgSQzzso3dSuyDf5GFN48Q=
16537,5,klTgCxL0RT/DsPCkfk7J0nfpOtdTu6rzwj2ZQ8Fow+M=
16538,2,klZwE6vfu35TvI8HbkezlFA+MFBoTpodEMvRYDi0Hz0=
16539,3,kmnP6uJfePpf//nryJcRdp3KGwFfy54lnBwv+Jz+4Lk=
16540,3,kmnhW3v0iEFAPkVuC492cKqwq4ZgjLxzBCxC4qJdrOc=
16541,3,knJ8oalUPneOhdxEGDmPt18maR194KRv2HIN+Bg7Drc=
16542,11,knoKfz+IH4B0n8ga/gaXDumykoxY/uzjb8WZNaCCf0U=
16543,3,knpWmJLaO/omo5VxoUeNNpWLt+zKZJnGSA7SXMLIoGA=
16544,5,kntejp4Em9eG03ZciCUgTEddbTRVrh4z7E9Pao2Gmdo=
16545,5,ko/SMxIn7QXAUJzc9LTO8U/ixbx1uPKQA5w5nEBDDUA=
16546,15,koHpdMKf9AJBT8vkrDX08lXP7zyWWgZF3xv+rMXpK28=
16547,15,koPd9J9XKMeTFH+HFWK2HHgwbmtCFAvgQknTdCAa7oo=
16548,2,koa1j1yZ2u+z97poR+uSG8EZVGpUG5YWAW6poBTQp20=
16549,18,kogI9wgmbdUPPhL8rd/Rjpz1Hik4dSynEWXsvcXWvKk=
16550,18,kokfZB1i1O6P2a4Nde5j6MMFEWv9L+jWtCEwRUGxMXw=
16551,3,kol5XU2PVoKUbo8mXXh/tGL+ccIijizSz54c6XBHCiE=
16552,7,kp7iQEcRDlYdaRGi2L9I6suUsXFI3gcKbXGmbMtFg3Q=
16553,4,kpCpM9wsXhj+Maa6kRAvUJJzE1dyeyPmBDtPoUr4a1o=
16554,10,kpEfpRHzFM5z+YfvOsalWhDA8xtgbg+ylbyScfdLQpk=
16555,15,kpUuKCxhMiOkYqQPfsUInQOjOXw2DNTjnEvgZf5mJbk=
16556,11,kpppDdZT5uB6TqBAeMcOUHTvpc6pR3Vx81zJQePkffY=
16557,17,kpvBiS+BBFt2KIhrcBHALh5fXalDvoA4/vmlD8LynIQ=
16558,3,kpvjEFvtOQ5IeX7GhIFHha7Do3EjbUGcceFVyu+F8YE=
16559,13,kq8Vc04PCQiauQ7tj1C411X7K0M05bPS9JKqQcjfleA=
16560,15,kqC1f3fHKpuYlohtpVFjr29PS+0z3JnlgQ6KEwJX+hE=
16561,7,kqFHmlxf6TDamj53V+7GbbXDNXFdcdLwQBcWrZVOqhA=
16562,5,kqIeyuni2dOsgJaA9UrPZ6NxqBoQ4gBoLYrPLfiXu2g=
16563,5,kqSTqK8QloGhjuePKlwv4pfKjy/79msCRGAojVc7eyA=
16564,3,krUDhPg9XQCX459xmiEuPtA4taqSD9gVfmZXlxxfo60=
16565,3,krbIF0R50Aotym7ZLG3gyRL1ajTIGwprvMKtS22H2VI=
16566,17,krhdA65TmrbakpCG35wSocAj9gyTcp1LUKCV0O5AqNA=
16567,17,ksQJurkRa/leBYyOTOKS5InmUneVSEOIUHVROUSEwqA=
16568,3,ksVLqye5B+NUQX4y5tqqKqL39S2tep3DwLgulonJxAY=
16569,2,ksXpm8JfA5Zk5UVtHdevD/GbvZZV1OQu2TeyTmkgZfo=
16570,3,ksZozaiblCoxdFTdq7nxg6T7dO/vhfXfTqWvAr04VY8=
16571,18,ksdOifcufS4Rz5L9eDyXT1Z4MjYh35LdkPdM3PgqaYs=
16572,14,kshqrIQnrMWU90sIycPjgoCuFJJtuOxiFVFP3MJ2SUc=
16573,14,ksk2eo60sitih/Jo4iexegQ4dYL30U86TzDDzT/7Jls=
16574,10,kspXLONXjilL8GukoMOIfh/24PuynQvqRzuxm6XLCe0=
16575,5,kt6FiqDjtD9TvlUuPesV/kI+c0MEuwwl6kFuDhFJzps=
16576,19,ktAQ1ePzGITC3bGrvBqAS6UrknMAIzBHKZ+ppjQR/LQ=
16577,2,ktVEBfgcLq5znzcMY8G7yJyJPP1TfnCeqstvN02eyJM=
16578,3,ktWfk5wr7udQMcv22VmyFxE+m6SxBnUUIGJhAUYpgek=
16579,3,ktX3AFeeUsUo2/Yweiqjd9IaTP7bZsXdB0ZENNgQA80=
16580,3,ktr5cU+0Ux9iXM228juMwP6GhGZf4nCkLklEwT0efBg=
16581,2,kuKz4H07NF79QiMocM87m+4uIj7PofHrWOX21shh2Es=
16582,5,kuQjSpfAsCLDGhkVeVuLV1LB2nSfgduGwYf/AQii1Ko=
16583,3,kuVGwjWqSXxFG4wet5ay54PLCWzjnok3XEV6Fp6iing=
16584,18,kuYvhkuzqgNqe8gzma+OvCF/ZESxvU8EsatuoiJAPiE=
16585,2,kujAmSS8r8pWAEvPPAaBz47aYa/ljb7Mok2dfo6KogU=
16586,18,kunJ9rk4tbNmJJpmU4X9YR3U9uxgk4W6Os/M8YGv9JU=
16587,15,kuojgNRr/Ogn90qE5n2SrGZrSvmvynT89PxPeLm6/0A=
16588,2,kv8dzpgUYjWjOiJljXQQH+aKv3a+IATT2rdc4yp3f7s=
16589,13,kvRxHi514EY2/4FzahC/vBf/Zn13/3ZwXweeepjewzk=
16590,3,kvazSlVPrT6LbXk+OfgflGQ+htGu9JV/dLCJOjy+r5M=
16591,9,kvf4/hsOpedV0xxLuAC5jSuj7dO+WRK7mHcx6P9oiaI=
16592,3,kvhoDYBX14R0DoSPT6sx+uGCdT0Y8jeY67fr/INA8TA=
16593,5,kvtbJv9Osw2XoCsGYKyxKnMNhHNwLKBIZIszd8Aip4E=
16594,5,kvxJigo8+/U4zpP7MUOVbBc4DKgx7DZb9lpriEh570k=
16595,3,kw47e8LBYp7NpVgTJkQiXJCTo741b7wtOWqJj42XRAA=
16596,3,kw5dHOTl0KubzY1AX+LDuRU+e0o0vhOQu/NxCLthZRk=
16597,1,kwF31Nykdg3OfF05iGdURKaO2+6IoaoqPzBVcyIB50E=
16598,15,kwhns5nrmpOXdFqHwbC8ZLT6V+bpinu8/qJv5FFpbM4=
16599,7,kwukZmF3N+jm48HlqAS74SxBnkCM84Mi4XJyT2LZhg0=
16600,11,kx3XFPU2Y3Fhlw+5EnimIp/+mMgFvWSExV1bg6PBeKg=
16601,9,kx9SjEfsDmgu6GayF/Dk7VfPwgNNBIcqJz2lQap8xoA=
16602,5,kxIu7A+6hoGQYEdxikjHk21WdnI0AjAlYVc5a3vpzTg=
16603,7,kxQfq4/E0MErt9DLfUB7JZfyLRynAeGsTuT00/l3Snc=
16604,9,kxmGWc3VPeEvT5xuKT9I5AcGCurglt0j+W3XW+QhgzA=
16605,18,kxnvEqfmOGg9odQGhAv4kbfbtBXH7JOZXT0U/S0gHzw=
16606,10,kxxjcWJr7EJV7kntB57cagNTQ2UjjBf25ysM5SHKTbk=
16607,10,kybaxwEicNRqHpXGDA9b0fdVY0zuxiEZFvAl89+ntOc=
16608,3,kyp3n5PDrwj8W9ihUGjE+TPm76Kx+dy6tkQeBFTnjjs=
16609,3,kyxgQqgaVN3W+tfhEFgXk1WiKRNS9srYwPaAv9hYtYw=
16610,3,kz4BK1tzoIZqdVg7Fqfb5L90rvUs4PL09r6FKHGpzN0=
16611,2,kzAIWr0uduQ1gEPxZiIjWXSzfnBNv+niMUsfU8KBLog=
16612,2,kzfV9kIT/fVbrcsJExEO9jGdYEHyzjvDJP/SlJrbEQ0=
16613,5,kziGIsX25JG0fmfNhsyqyBtkNJcmeHZblizucc7M/bg=
16614,1,kzl9+WsCi+K1kYcXXqYSKlm80obJWWj8cELK7ceTnKc=
16615,5,l+0ZyMXiLwXaN1jma6tyzY6/g+Lr6MCR9rV3V0My+/A=
16616,3,l+EYz5SfTHXNTWeJVQ6alrnM1SxZQ0ZBPnw01ks8be4=
16617,5,l+UwOUVGkj6o6YnYRe5J+2pDR7QeA3rQA/nRox1YTJ4=
16618,3,l+XhyQlVXQWoIm9R7VTLkIw1ZvLmeTbtb9YA7c56A5E=
16619,5,l/+s9gD8+LaqMq5wrxpsYD3fgQvWw355Q/4qPQw9OAQ=
16620,17,l/0+VSu3Kyu46EZTVIjJNbLt8Z4esWNWcL53qUrI3BE=
16621,15,l/CPn7WjRdA9A7tp9OY8Shsnym4Vn7MeIzk0AlTvQJU=
16622,18,l/DJNpBJpP+FhpPdzhXyGOQ1fe+29PJ3goQpUckJFyY=
16623,2,l/NRDXguqoVj76GonlKKa+tpa9wr93TMmGyxrG0sGmw=
16624,0,l/TiGy/uqZazQA47LglMCZYhDDWd0gznGcttBgLRj5w=
16625,18,l/ys0CY21H8+L8mBsmimpIilCQecVU+9fXh7ytsgyXE=
16626,15,l0JH0ElCE5/EEvjd9sBdOr0as5/WerV7xCBQ/yo6cZc=
16627,18,l0P/scNyItGhW9lmPaGa9t0UjNKbJb68SIRZR0KRBr0=
16628,18,l0o9HA9MivZ4IJUsGT2ywqp81s+XlCLuS7mjKYHbpOU=
16629,9,l1+SHEX8DsnM44ephP8yWQk0wdNMSb5xesh8zLf/sCI=
16630,2,l1KG2I6drITI+K+lebyQJoYBbpJX9NxJ/wucoKJqGBs=
16631,5,l1byzjnEyTxFB9J+OJ/zPx37izCxyEcmbPmmM/hFsIo=
16632,5,l1gUeahDY6Y7HfOKe3ACAgFaMUkMec5MdZDw8rB23K0=
16633,3,l1iZ+IEGcrSv7LxJ7m8sZpPEDo1Z/AjtjoC9mzaZPys=
16634,9,l1rMGEYaiSzGLLSmAxnPpdoAFhsm5BaRqqAwNXD+p00=
16635,3,l1s+1FSDkHXxOpAKB/iut2cGmb8eqyp1uSzd06yGzDs=
16636,3,l1scBG5gh3gYgrb/mBDQt4xW4OaxIPpS72ev7n+uzn4=
16637,2,l1uJDasoDkMyiWPHNKTxHXq0fesIrQ2EDKXwNKbNJak=
16638,2,l26WTJDmEa34k/ZuJUZAUlpIddNvO1qADzZN1NHXdog=
16639,19,l2Spd+IGZmAzBpOxv6ZNXSSRFNqRFDrnfQqHnrFCufk=
16640,17,l2XDecb75uaffHVm+xx8AffOnarNy2pdVPUhUoNS3Zk=
16641,3,l2rruZhveO39LnjQSVSaRgEsLBzBX+btfnwr+KxQGtg=
16642,3,l37ZVfeVXluZJBDyuESU4EBIE20QZY4n7UQOlp4Y3pQ=
16643,3,l3UZF/7/uL91B/35OaHke/Co518kGL2LVIhD+I6HM7g=
16644,3,l3YmbimXEg/Ct+wWQPJygiVWc4vDyPfr7L6JQ9m12gI=
16645,9,l3bb3MdpnOTM7Sg3V6dyYrN4HxtmFqLDz+Uhcak5mx4=
16646,2,l3jAm272KGoQ4crVrOVpN6o4RKF/RZom6DcbfoiYFk0=
16647,9,l3oQJN36o8YjWdQpuH9VjBlGOXBezJDSHXtD+L2mxaM=
16648,0,l3qFfRcQDvKosdX/b4WQpSVMTjj9ov6kQg617i5qC0w=
16649,2,l43kz+h7uU/yiF7s6Cw13N6S5WVku/0vqbQDSAUQ5wI=
16650,15,l49SPru9KzNKnBIziaT8bLbSgkIaMiFIq4K1ixT7VF8=
16651,18,l4CG5HCU2f2WHOyE+oXGXUwixdaXx61eWTKll2GJqRw=
16652,5,l4IxyYdBzHwo6G2Xf6DRLNjQlJgqTZOxW9lZSWhs19A=
16653,15,l4NA/4Yq5K1OkA9sePoG56jTwg8NJnrfz/ZRIk/cFQU=
16654,9,l4Uvk4VC+9LLgrxnbwUfLC8RbhSaInrXOxuDTM3iPp4=
16655,3,l4YrK5lYVku4WSjQhfJamfX8biU2IueVPAVPCDS9h/I=
16656,5,l4oA5yWyuZ+lopWyjyawy1RCDXNfTvOXBY5ur/T+Hrk=
16657,5,l5Ggg7oR9JSxH7W/2EDxYhGqbDZX6XRx1szDmMnNvFE=
16658,3,l5OPtZtgZjeowLDzTk1QhFpYfBySXozughP1dmhrnFs=
16659,3,l5jK+Vw7F3QolRNi1pcmHbCc7fNYctkqthXDuOwCDDU=
16660,5,l6ZXtYYnb9YrLoI4jvd5lVIMCyyCvb82deCznkxOakE=
16661,17,l6dyPfPXw8U0pOUK7iHs4AtjDGfvD1XNA63x2VE+TAg=
16662,9,l6f2XKOoM1oeD7sTw7hyqM7ji/On030cQFbsx+QkkTk=
16663,9,l6zzfGySBoSToOdvSlccMMb5ZNE5AzSBbyV5M9z+kM0=
16664,13,l7RXxgSfv95Y/grLnrqnwfRqL9fhp9lqNxCr2HC6vuM=
16665,3,l7WrJkB5X7no6u2PEW3Yw6AdqK1N0QLQffUxLm7RhOQ=
16666,7,l7uUcKh5IHkuPZTlratnHWbmd4YmE/5sF/QhpLMOal8=
16667,18,l7wrJfYjGSGllQ18YDjkMkPgYOBptYOzls7S/4+e55U=
16668,0,l8+Hd3w2ALBkPIEOjiS92vd3pSh4rS/qd2EJl/QWRUo=
16669,10,l8ESxvOr0wKT/Gxh8QcErnfWmK8Aex/fp51DyonreVc=
16670,14,l8OntXEd6Ivu2dvfiRhVKjYRY05rWKcekGyBAkVxcVw=
16671,17,l8gSfNXiuDzBTRjLwSzbJmP52SaS4y3i7rQ394CRURM=
16672,13,l8hJ1uCw7ghfLTpjFiEbIagpMXyc5+iG7NxNQbnPYxE=
16673,3,l8r5s1W/iTPlGRxMXJDl0aZAk9suTgtodRrbXN8Xly4=
16674,17,l99BjvyKl5mVGdt2aHI/Ex74Dsa37FmawXez/tkOwfE=
16675,3,l9A92WWbed+muqy2tfwZmLahYJHyOq+slBJLHe9S3Ug=
16676,13,l9FvoDDO2KvCzre+JvA8fdk9gxj+C7uFxVWn1nR8Gn8=
16677,17,lA6b42F8ZPq9X1nAOSB7SqoSyzDUFfqqo7643PQ+pbc=
16678,17,lAUOquIUwnfiXlVHQnvkJliq9amTXgesupgreCuTdMo=
16679,10,lAaB2p3unQ59HF+KGaS3ONengQVpGx6iCu/ZECEhowE=
16680,3,lB644xnjp3qgVINzyU0p7erHkLawee9DNJr5mqgeRLg=
16681,7,lBFdjkXB+VElvZeuq6B30JrLJLiDPGArNyNziAmiJ0o=
16682,3,lBFt1v9XXYrZZkRgT45tZH4Dx0VPgQK9iFfd4vyguU0=
16683,2,lBN6sVzqbVzzrOmzd/rYxq2D0VNQCm3g0ZhNyxVMWN4=
16684,2,lBZSnP+c7ZQTEASy6gpfuQa3ULQziPDzYTFfuQ7REgY=
16685,15,lBdv75KuT7NtJjafMYEJMkonqWfGJhcNSTOEcs8ISRQ=
16686,3,lBk0nolkb1jFCOhKmll9saKoZalx2kSvW7gwxXrovtQ=
16687,20,lCJ/czx9NYAPG2Bs/TAh7AWVDC0bb3Q/DPBIHrlCkJc=
16688,7,lCJVKpwOSIUmRbNGm/U5nhQGcFC2ffzCZQF1DaY270U=
16689,3,lCUSPwdEWLDVMPKufJUmDOFfcFyET7CoYLFNkZXdpZY=
16690,9,lCYjULAVSDoKTnMoyhJiqZihHr+k/uF1/QjOTqfdOPY=
16691,15,lCZBqp61jHiLv2J0ZG/VRHzZPRHuNrEDjif2GOZgCCw=
16692,12,lCxrAIxj8e/Qa7HXG5iZbF7Wxn0xhFwOsLtHHsGL1Og=
16693,7,lDLGkLAtBMMnyMSBQo1Fb3kYtB154T0DL9DCCrWh9w8=
16694,17,lDVKyPf3DlsTubUtq6pj7BX83GyBtnINbCjyoY7hEMM=
16695,3,lDmbKreRZoxjZYyV6xocadgLoazUxJyMlfUXFRBBVlk=
16696,3,lENyp9xOvjWyCXG/aX07SyzUJLmBvMj+57HCHZVSRKE=
16697,5,lEdSDYhYIlcnjOwIvKW0e3+e7NCrR6XbG/COHBeudu0=
16698,3,lEmAJjM0rum3ZxKyFzUBbKXs5ldWz0SGqrFVPwg6g54=
16699,3,lEz6TZrXs28UPHUBNHPVR3bXRKpoJ0krWbQKQTS0h3w=
16700,19,lEzxLnEp7ew6C3O7VsKVY+/fEObJ2ZLkSXkHEplVMg8=
16701,5,lFHh1GjSDMuQJyw4cb085lr0BHIene5fv3QTtZ58Ezo=
16702,2,lFQM2AQ0IIifeOgmnRDSFEuWfh7XQZm0Z+O6K696CQk=
16703,3,lFStmeIiuebySVztqCnRpbUfciweeNKgKQcupvL+P1I=
16704,3,lFUV7lsihiFMPKb+C9EV9w2Y1NsKpgPArWl+Bm7BCCU=
16705,17,lFVjURg/Y2NWp2aWbjzHqRl7nL4gn8yW+UhQm173EMg=
16706,3,lFfIcjStnFsfJzTd2GlZlwLi97aM8nLyWhAfr+oYUOw=
16707,17,lFnstHX7u909kqrvrybGUsRRNneBS3bAXSxNy+hTKLI=
16708,18,lG4wEnFNdfnT//QkD+2IBrV5TNlXyIyHwwC6jIGY/tM=
16709,15,lGDHl8s6FJTqb5a957xraHq7Z6tO00sDVMidb584ZjM=
16710,18,lGY6t0vTOJeaj+BB+Qm3vIwh8O7r1g2LkvwuQ/IQbQo=
16711,5,lGpVIIagzV2sm/cyW8aZRKHzbvvq6tmzi0qbbUtQAdM=
16712,18,lHIcaajwO4qUhScZJ3bjJVAnjGz8KtaVJhqIS4U5kwU=
16713,5,lHNgBDMBqDK9yA653/oqXSiG1+9xCMNCUXozM49SC+M=
16714,9,lIb7MbuiLvgqtN9/D9PpUJ/PAo3Vs+QvjwDlrIvaz4Y=
16715,13,lIlH7pKEvkf5x0xFbaJDWOjlNUYFxkxPbt7CKP89qOA=
16716,5,lInhn8zm0XNtx//RN+3vGGoIJsMk8Z9PhNu9IvObkn8=
16717,5,lJGL9lIew7t3J5zICbu+GSrHObeRkCrDui+Eu+MvXlc=
16718,7,lJq9LWN+BMq428kjKOXkQthqqIOIPGGSMzPhnn4FObY=
16719,3,lJv8OKtNXMK32XBZsPVbMZH+eM/pnGk88fvK8wi/3GE=
16720,10,lJxtJLWEbOdezmxwzbXfQHOopNN/nTrd1E9e8ZLjZHE=
16721,7,lKFX87L8DviyFXRX1lrmn8/REg1NbHWQgxAZW2jdj1w=
16722,3,lKIRkNotrVzY/J9ipb8VWg5NT+oj3tYDz6wPCfV2Zt4=
16723,18,lKt+GAcpzdYzY6yvFsGU5yAuaFRdQEZiw6UKGaiktAs=
16724,18,lL+CNTX/X6dHy/VYy52XsAJJuk/BcYTKaNkVGVdV4oY=
16725,5,lLJLSOn26XAnwRP5VA2dvwQcfUvMhpFy6Zz+nLxnUDQ=
16726,15,lLMYnUA4MJ4w6+dICHzngLP7S2FmniuOKgCsBLQF5Hk=
16727,18,lLa0I6BrxB/BtxkFu2d600/uXfbs5BBKRUtlt2rcbp4=
16728,12,lLqIHP/76g2b4XMliko802UCeOfD2fRx0x3SNlAc2Dc=
16729,13,lM1R4Yfoei553EwFMzG6jF8XJWQXwUC+rJi+C485F1M=
16730,9,lMa8KU5NbtQQyL0aD8CWV0aNbiK743YHAqoHhY93+F4=
16731,14,lN9k2KR+XZdB1am76nvhrZJ1k0SZG+L0Dn/Mg52VmnQ=
16732,3,lNE3Xohm1li05h6jg516eAIknsvw1XftvYG5/pJbGGI=
16733,2,lNMg/h7T/40zQpB0ddclHG4W6jbNpJPcPIV1YJOy2gk=
16734,17,lNsCt9vVgGcYoZh5Qd64Y27FS09pHtyLkb9+ES+vncg=
16735,2,lO+aqcXqoddiIeyGRMib1syQz49lKoWw3r/rpWXd1VI=
16736,3,lO4HqEBjJTGDb+bU3Knt5OpoirT5cf68YlelrsWpwyQ=
16737,17,lO9igYE1o4MEivLpJhdezRupccb33PC5tfa/uy7ITdA=
16738,9,lOUdbiilTu2Y6yno63lTEnhbRVE9uWE+gS6Q39yft2A=
16739,6,lOsrlSeBueNiqCcRUIvMp082kYQLhNJt2Rahpwnv8Wo=
16740,3,lP1ikLtOjWeRlQW/9S+6ja2cEH4WZaQV1kCkxCMlaGI=
16741,2,lPJxYddCsyfyph9qB1Ni/MSPrIWG+P4ADUPrCaJTs0M=
16742,18,lPjsxD+1jAzV168MuBJsrDkD/DaS0IuhQZg5/IWRfVI=
16743,5,lPu1fCImYJdqcgyDIUOZXPbYjwIehTHlUvIsekXGQKc=
16744,3,lQIlf5gQIasdO/8G5kUZ02zF4n2zxhufOOG3dhCosmM=
16745,2,lQMFDnOD00/HaHEtUF/crRiILRXQmMwWmkE22gllZJA=
16746,3,lQWlDpvSuxH3HGxqp8v3B71Du6GYBgnF+FMPPuU4ulk=
16747,5,lR7ML18COc/LyqGfeQiCojiuTgQ4a11/XIznJ58e9kQ=
16748,17,lRakVH4aMn9KNRY3syYqVz3YMcdr0ksIeXkZQB4fRQU=
16749,5,lRbSFInUq8XekV6BiYNehssrnGJkLslNmMOdxn1yO2w=
16750,19,lRpVblCMkTnvei9lJpXMfi/lcrPiGwbxO1v+PYGyumw=
16751,2,lS60OM3cNf4lxfkvlk9s4dkGfNNMUMN1UWQqfs1Bm3g=
16752,5,lSFAnhEuWEVQd1+jhcLFBVAsPCqOuCm64xFDvwIckIk=
16753,4,lSFNlh60s8fWFU0a4ejsXDmo7mfMrEdRkLPP8jjJRQU=
16754,2,lSJg7oLmnpEVUD81zgg5FmmUk6UFIGtbdwLQl0NEHu0=
16755,5,lSkUSnCm60kDLdEsnAVp6jwr2HkyIhDCEZLX82djjHg=
16756,15,lSlfqM9nlgdnJswIjr2n6IWPpL5jvCdEqgNhiUTIYOU=
16757,4,lSrj+i4b1I08AgB5U8wHruRFx6zGWYBtEl8fhj0+3gU=
16758,9,lT4WxigvJvIHWbVY0WvaccV2VD2s2Ik/DmO3ViInTFs=
16759,4,lTH2ZiO9pWtl+wIHYL96ZASBpye5p+a7WsuEOeE6BmE=
16760,15,lUARyCh6eFqnt27nLRsRwNsvhAqKFHYaeXvNBvIDePw=
16761,19,lUBY3ZofGIMSN5TzcSM/5qF8LVAP3zrZNd6UFTWtZzw=
16762,15,lUCqJVrPbD0p+qRquqVLG1sUEYq8BbBS0qfAGaY8LoQ=
16763,2,lUDGj8mKwj3Ljq5u2OY2qeba6+yxndCo8HokYQYIqCo=
16764,15,lUQL7Pm2fglQsT77vmu0hN7GiJC//lmo7rHTtXUukRM=
16765,17,lUWK0eLIK1O5q/Dx9xRJU8gg0nyMk9Vlbq3o6y+QPq4=
16766,18,lUZdQaLO2nauIoE4ellO1Mx4/a+OLGuSld9ghRsLmt8=
16767,13,lUc7oLo4czqlF4r73WKHrhmw/0Lq+zcPtKAI8g16HlA=
16768,17,lUw6VAkG8CzVPdmIY4+JiMNp911Oon6TUxsXlgbwMzg=
16769,6,lVFbI0tArY6ii8JaMABDY7JlOux4y33XsSQ/Rjh48Qk=
16770,3,lVmJMDyoG7q/WOjciGCab5c+0QFwMbF0SmkO09TuykE=
16771,3,lW++u57XO7ogdzOGiCfuOnWJcUBPZghCOwUcwVWHFFw=
16772,3,lW0XPnRR4DFtCd2vEBmSMBjHzpsTAyS0JCD2cNiGO4M=
16773,14,lW4VfHcXYCumiS0vfPsMHKNhdzBkZ5h4KGieh4ZZbJo=
16774,6,lWDi95EB/8YeaQxntx6OtSAJXWGVwJcLSjqt6emtSls=
16775,7,lWHzNqIpG415R/Y3dS0nZcKn/Is+VD9GOTYleApewNk=
16776,7,lWI3SnBzPhKnT0cG+qxn8DWtdiIPY+FzttN1aekkdPM=
16777,18,lWOjIbCZrZHVs9EnWuTbi+GRLYtiHrefkRUglpLBMxE=
16778,18,lWqRU1Y8Xl12pmZxfDu3yxXwv0/n3CYve0d0hXuWZDw=
16779,5,lX/0brDxqfOB2GtoPHvoZEkf9/OGgi7PAFLjZZ2QnUU=
16780,15,lXIJhdNOTLoBoCEIeN1wa/8pVCGps9RmRzyA5YIxuno=
16781,2,lXNHSz6MZLPEWQBzUhR07mSvff9jqm7DhdMZ7+PUfMA=
16782,18,lXW77otXntDJmp+80Zz1dVhNqt8L3QgOv6bmQNJvHps=
16783,5,lXeAYKS4nj8gl4jTTG9hm+lxRCPi6+0kziAbRxZaQ2U=
16784,18,lXs5HGWO4EdbrdrvHx9ZfvuBVJ2sqrPFmvUJyfV5o7s=
